AEWD_010010	serine hydroxymethyltransferase
CWI41_121100	hypothetical protein
CWI41_121110	hypothetical protein
CWI41_121120	hypothetical protein
CWI41_121140	putative DNA mismatch repair enzyme
CWI41_121150	DNA helicase
CWI41_121160	catalytic subunit A of V/A-type ATP synthase
CWI41_121170	cyclin-dependent protein kinase
CWI41_121180	hypothetical protein
CWI41_121190	hypothetical protein
CWI41_121200	transport protein particle
CWI41_121210	putative transcription factor
CWI41_121220	putative ABC-like lipid transport protein
CWI41_121230	translation initiation factor
CWI41_121240	hypothetical protein
CWI41_121250	putative negative regulator of transcription
CWI41_121260	ribosomal protein L15
CWI41_121270	subunit of polyadenylation factor I complex
CWI41_121280	putative DNA-directed RNA polymerase
CWI41_121290	hypothetical protein
CWI41_121300	ATP binding subunit of chaperone protease
CWI41_121310	hypothetical protein
CWI41_121320	diphthamide biosynthesis methyltransferase
CWI41_121330	hypothetical protein
CWI41_121340	hypothetical protein
CWI41_121350	translation elongation factor
CWI41_121360	subunit of class 2 transcription repressor NC2
CWI41_121370	hypothetical protein
CWI41_121380	hypothetical protein
CWI41_121390	NIMA-like serine/threonine kinase
CWI41_121400	putative inorganic ion transport protein
CWI41_121410	putative S-adenosylmethionine-dependent
CWI41_121420	hypothetical protein
CWI41_121430	putative endonuclease
CWI41_121440	subunit of t-SNARE complex
CWI41_121450	hypothetical protein
CWI41_121460	ATPase domain 1 of RNase L inhibitor
CWI41_121470	putative spindle pole body associated protein
CWI41_121480	hypothetical protein
CWI41_121490	tRNA pseudouridine synthase domain-containing protein
CWI41_121500	ribosomal protein S19
CWI41_121510	hypothetical protein
CWI41_121520	inorganic phosphate transport protein
CWI41_121530	hypothetical protein
CWI41_121540	transcriptional repressor
CWI41_121550	putative proteasome
CWI41_121560	hypothetical protein
CWI41_121570	hypothetical protein
CWI41_121580	putative GTPase-activating protein
CWI41_121590	hypothetical protein
CWI41_121600	hypothetical protein
CWI41_121610	hypothetical protein
CWI41_121620	RNA binding repeat domain-containing protein
CWI41_121630	putative amino acid permease
CWI41_121640	hypothetical protein
CWI41_121650	importin beta binding domain-containing protein
CWI41_121660	cysteine desulfurase/transaminase
CWI41_121670	UDP-N-acetylglucosamine pyrophosphorylase
CWI41_121680	Man1-Src1p-C-terminal domain-containing protein
CWI41_121690	hypothetical protein
CWI41_121700	hypothetical protein
CWI41_121710	putative heat shock protein
CWI41_121720	hypothetical protein
CWI41_121730	hypothetical protein
CWI41_121740	hypothetical protein
CWI41_121750	putative major facilitator superfamily protein
CWI41_121760	putative major facilitator superfamily permease
CWI41_121770	hypothetical protein
CWI41_121780	hypothetical protein
CWI41_121790	brix domain-containing protein
CWI41_121800	putative membrane protein
CWI41_121810	SPT5-like transcription initiation protein
CWI41_121820	brix domain-containing protein
CWI41_121830	septin-like protein
CWI41_121840	hypothetical protein
CWI41_121850	hypothetical protein
CWI41_121860	putative ubiquitin-protein ligase
CWI41_121870	SMC N-terminal domain-containing protein
CWI41_121880	hypothetical protein
CWI41_121890	kinesin motor domain-containing protein
CWI41_121900	STE-like transcription factor
CWI41_121910	hypothetical protein
CWI41_121920	hypothetical protein
CWI41_121930	hypothetical protein
CWI41_121940	ribosomal protein L35
CWI41_121950	LSM domain-containing protein
CWI41_130010	hypothetical protein
CWI41_130020	hypothetical protein
CWI41_130030	hypothetical protein
CWI41_140010	hypothetical protein
CWI41_140020	aminopeptidase N
CWI41_140030	hypothetical protein
CWI41_140040	hypothetical protein
CWI41_140050	hypothetical protein
CWI41_140060	leucine rich repeat domain-containing protein
ECU01_0010	hypothetical protein
ECU01_0020	hypothetical protein
ECU01_0030	hypothetical protein
ECU01_0040	hypothetical protein
ECU01_0050	hypothetical protein
ECU01_0060	hypothetical protein
ECU01_0070	hypothetical protein
ECU01_0080	hypothetical protein
ECU01_0090	hypothetical protein
ECU01_0100	hypothetical protein
ECU01_0110	similarity to GLYPICAN-4 (HEPARAN SULFATE CELL SURFACE PROTEOGLYCAN)
ECU01_0120	hypothetical protein
ECU01_0130	hypothetical protein
ECU01_0140	GLUTAMYL-AMINOPEPTIDASE
ECU01_0170	DIHYDROFOLATE REDUCTASE
ECU01_0180	THYMIDYLATE SYNTHASE
ECU01_0190	SERINE HYDROXYMETHYLTRANSFERASE
ECU01_0200	ABC TRANSPORTER
ECU01_0210	BELONGS TO THE NAP/SET FAMILY
ECU01_0220	hypothetical protein
ECU01_0230	hypothetical protein
ECU01_0240	FRUCTOSE-BISPHOSPHATE ALDOLASE B
ECU01_0250	hypothetical protein
ECU01_0260i	DYNEIN LIGHT CHAIN 1
ECU01_0280	hypothetical protein
ECU01_0290	Putative protein with Zn finger domain
ECU01_0295	unspecified product
ECU01_0310	60S RIBOSOMAL PROTEIN L8
ECU01_0320	hypothetical protein
ECU01_0330	hypothetical protein
ECU01_0340	hypothetical protein
ECU01_0350	similarity to CHROMODOMAIN HELICASE DNA-BINDING PROTEIN 2
ECU01_0360	similarity to HYPOTHETICAL PROTEIN YM63_CAEEL
ECU01_0370	ZUOTIN-RELATED PROTEIN
ECU01_0380	similarity to HYPOTHETICAL PROTEIN: YN28_yeast
ECU01_0390	hypothetical protein
ECU01_0400	hypothetical protein
ECU01_0410	hypothetical protein
ECU01_0420	hypothetical protein
ECU01_0430	ZINC FINGER PROTEIN
ECU01_0440	hypothetical protein
ECU01_0450	hypothetical protein
ECU01_0460	ACTIN
ECU01_0470	TRANSCRIPTION FACTOR SIMILAR TO FORK HEAD PROTEIN
ECU01_0480	hypothetical protein
ECU01_0490	similarity to HYPOTHETICAL PROTEIN YQBP_BACSU
ECU01_0500	hypothetical protein
ECU01_0510	NIFU-LIKE PROTEIN
ECU01_0520	hypothetical protein
ECU01_0525	unspecified product
ECU01_0530	hypothetical protein
ECU01_0540	Putative protein with RNA-binding domain
ECU01_0545	SMALL NUCLEAR RIBONUCLEOPROTEIN (U1/U2 snRNP)
ECU01_0550	hypothetical protein
ECU01_0555	unspecified product
ECU01_0560	hypothetical protein
ECU01_0570	DnaJ PROTEIN HOMOLOG
ECU01_0580	hypothetical protein
ECU01_0590	hypothetical protein
ECU01_0600	DNA-DIRECTED RNA POLYMERASE I
ECU01_0610	WD-REPEAT PROTEIN
ECU01_0620	hypothetical protein
ECU01_0630	similarity to SERINE/THREONINE PROTEIN KINASE REQUIRED FOR ACTIN RING AND SEPTATION
ECU01_0640	hypothetical protein
ECU01_0650	PHOSPHOACETYL-GLUCOSAMINE MUTASE
ECU01_0660	similarity to THIOREDOXIN REDUCTASE
ECU01_0670	hypothetical protein
ECU01_0680	THIOREDOXIN REDUCTASE
ECU01_0690	hypothetical protein
ECU01_0700	EUKARYOTIC TRANSLATION INITIATION FACTOR 2 (eIF2)
ECU01_0710	hypothetical protein
ECU01_0720	similarity to the THIOREDOXIN family
ECU01_0730	similarity to LEPTIN RECEPTOR GENE-RELATED PROTEIN
ECU01_0740i	THYMIDINE KINASE
ECU01_0750	hypothetical protein
ECU01_0760	hypothetical protein
ECU01_0770	hypothetical protein
ECU01_0780	ZINC FINGER PROTEIN
ECU01_0790	hypothetical protein
ECU01_0800	ALPHA,ALPHA TREHALOSE-PHOSPHATE SYNTHASE
ECU01_0810	hypothetical protein
ECU01_0820	hypothetical protein
ECU01_0830	ZINC FINGER PROTEIN
ECU01_0840	similarity to 28kDa RIBONUCLEOPROTEIN (CHLOROPLAST)
ECU01_0850	similarity to HYPOTHETICAL PROTEIN YE18_SCHPO
ECU01_0860	hypothetical protein
ECU01_0870	TREHALOSE-6-PHOSPHATE PHOSPHATASE
ECU01_0880	hypothetical protein
ECU01_0890	hypothetical protein
ECU01_0900	hypothetical protein
ECU01_0910	hypothetical protein
ECU01_0920	40S RIBOSOMAL PROTEIN S12
ECU01_0930i	similarity to THIOREDOXIN H type
ECU01_0940	UBIQUITIN CONJUGATING ENZYME E2
ECU01_0950	hypothetical protein
ECU01_0955	similarity to HYPOTHETICAL PROTEIN Y586_METJA
ECU01_0960	RIBOSOME RECYCLING FACTOR
ECU01_0970	ALDOSE REDUCTASE
ECU01_0975	unspecified product
ECU01_0980	WD-REPEAT PROTEIN SIMILAR TO ANTI-TELOMERIC SILENCING PROTEIN
ECU01_0990	hypothetical protein
ECU01_1000	CDP-DIACYLGLYCEROLINOSITOL-3- PHOSPHATIDYLTRANSFERASE
ECU01_1010	UBIQUITIN CONJUGATING ENZYME E2
ECU01_1020	hypothetical protein
ECU01_1030	BINDS MICROTUBULES
ECU01_1040	GENERAL NEGATIVE REGULATOR OF TRANSCRIPTION
ECU01_1050	hypothetical protein
ECU01_1060	DNA REPAIR HELICASE RAD25
ECU01_1070	hypothetical protein
ECU01_1080	NUCLEOLAR PROTEIN (NOL1/NOP2 family)
ECU01_1090	hypothetical protein
ECU01_1095	hypothetical protein
ECU01_1100	hypothetical protein
ECU01_1110	hypothetical protein
ECU01_1115	similarity to HYPOTHETICAL PROTEIN OF THE CYTOCHROME B5 FAMILY: YDAA_SCHPO
ECU01_1120	similarity to HYPOTHETICAL PROTEIN YT6J_CAEEL
ECU01_1130	SUBTILISIN-LIKE SERINE PROTEASE PRECURSOR
ECU01_1140	hypothetical protein
ECU01_1150	similarity to CYCLIN K (C-TYPE)
ECU01_1160	CHROMOSOME SEGREGATION PROTEIN
ECU01_1170	hypothetical protein
ECU01_1180	similarity to DNA HELICASE RUVB
ECU01_1190	ZINC FINGER PROTEIN
ECU01_1200	hypothetical protein
ECU01_1210	DYNAMIN-RELATED PROTEIN
ECU01_1220	GUANYLATE KINASE
ECU01_1230	PROTEIN OF THE CDC48/PAS1/SEC28 FAMILY OF ATPases
ECU01_1240	hypothetical protein
ECU01_1250	similarity to HYPOTHETICAL INTEGRAL MEMBRANE PROTEINS
ECU01_1260	CALCIUM-BINDING PROTEIN SIMILAR TO MYOSIN REGULATORY LIGHT CHAIN 2
ECU01_1270	hypothetical protein
ECU01_1280	NUCLEAR MOVEMENT PROTEIN
ECU01_1290	COATOMER COMPLEX
ECU01_1300	WD-REPEAT PROTEIN SIMILAR TO CELL DIVISION CONTROL PROTEIN 4 / SEL10 PROTEIN
ECU01_1310	FRATAXIN
ECU01_1320	PROTEIN KINASE C (EPSILON TYPE)
ECU01_1330	TRANSCRIPTION INITIATION FACTOR OF THE TFIID FAMILY
ECU01_1340	hypothetical protein
ECU01_1350	hypothetical protein
ECU01_1360	SMALL NUCLEOLAR PROTEIN
ECU01_1370	SEPTIN HOMOLOG
ECU01_1375	unspecified product
ECU01_1380	similarity to GLYCEROPHOSPHORYLDIESTER PHOSPHODIESTERASE
ECU01_1390	CHITIN SYNTHASE 1
ECU01_1400	BELONGS TO THE NAP/SET FAMILY
ECU01_1410	ABC TRANSPORTER
ECU01_1420	SERINE HYDROXYMETHYLTRANSFERASE
ECU01_1430	THYMIDYLATE SYNTHASE
ECU01_1450	DIHYDROFOLATE REDUCTASE
ECU01_1470	GLUTAMYL-AMINOPEPTIDASE
ECU01_1480	hypothetical protein
ECU01_1490	hypothetical protein
ECU01_1500	similarity to GLYPICAN-4
ECU01_1510	hypothetical protein
ECU01_1520	hypothetical protein
ECU01_1530	hypothetical protein
ECU01_1540	hypothetical protein
ECU01_1550	hypothetical protein
ECU01_1560	hypothetical protein
ECU01_1570	hypothetical protein
ECU01_1580	hypothetical protein
ECU01_1590	hypothetical protein
ECU01_1600	hypothetical protein
ECU02_0010	hypothetical protein
ECU02_0020	hypothetical protein
ECU02_0030	hypothetical protein
ECU02_0040	hypothetical protein
ECU02_0050	hypothetical protein
ECU02_0060	hypothetical protein
ECU02_0070	hypothetical protein
ECU02_0080	hypothetical protein
ECU02_0090	hypothetical protein
ECU02_0100	similarity to HSP70-RELATED PROTEIN
ECU02_0110	hypothetical protein
ECU02_0120	hypothetical protein
ECU02_0130	hypothetical protein
ECU02_0140	RAN SPECIFIC GTPASE ACTIVATING PROTEIN
ECU02_0150	hypothetical protein
ECU02_0160	hypothetical protein
ECU02_0170	hypothetical protein
ECU02_0180	hypothetical protein
ECU02_0190	hypothetical protein
ECU02_0200	similarity to yeast gene INVOLVED IN PLASMID MAINTENACE
ECU02_0210	hypothetical protein
ECU02_0215	unspecified product
ECU02_0220	hypothetical protein
ECU02_0230	ISOPENTENYL-DIPHOSPHATE-DELTA-ISOMERASE II
ECU02_0240	U3 snoRNA-ASSOCIATED RNP (18S rRNA PRODUCTION)
ECU02_0250	putative RNA-binding protein with some similarity to polyadenylate-binding proteins
ECU02_0260	GATA ZINC FINGER TRANSCRIPTION FACTOR 3
ECU02_0270	hypothetical protein
ECU02_0280	hypothetical protein
ECU02_0290	DNA REPLICATION FACTOR C (ACTIVATOR 1) SUBUNIT
ECU02_0300	hypothetical protein
ECU02_0310	zinc finger protein
ECU02_0320	hypothetical protein
ECU02_0330	PROBABLE CATION TRANSPORTING ATPase
ECU02_0340	26S PROTEASOME BETA SUBUNIT, theta chain
ECU02_0350	hypothetical protein
ECU02_0355	unspecified product
ECU02_0360	hypothetical protein
ECU02_0370	hypothetical protein
ECU02_0380	hypothetical protein
ECU02_0390	hypothetical protein
ECU02_0400	hypothetical protein
ECU02_0410	RAS-LIKE GTP-BINDING PROTEIN (RHO subfamily)
ECU02_0420	hypothetical protein
ECU02_0430	SEC1-LIKE SYNTAXIN-BINDING PROTEIN
ECU02_0440	GLUTATHION PEROXIDASE
ECU02_0450	TRANSCRIPTION INITIATION FACTOR IIA
ECU02_0460	similarity to NUCLEAR PORE COMPLEX PROTEINS NUP98/116
ECU02_0470	hypothetical protein
ECU02_0480	26S PROTEASOME REGULATORY SUBUNIT 2
ECU02_0490	hypothetical protein
ECU02_0500	hypothetical protein
ECU02_0510	MPS1-LIKE THR/TYR DUAL SPECIFICITY PROTEIN KINASE
ECU02_0520	T COMPLEX PROTEIN 1 DELTA SUBUNIT
ECU02_0530	similarity to HYPOTHETICAL PROTEIN CGB0_HUMAN
ECU02_0540	CLATHRIN COAT ASSEMBLY PROTEIN
ECU02_0550	SPK1-LIKE SER/THR PROTEIN KINASE
ECU02_0560	hypothetical protein
ECU02_0565	unspecified product
ECU02_0570	similarity to HYPOTHETICAL PROTEIN YO47_METJA
ECU02_0580	HYDROXYACYL GLUTATHION HYDROLASE
ECU02_0590	hypothetical protein
ECU02_0600	hypothetical protein
ECU02_0610	60S RIBOSOMAL PROTEIN L11
ECU02_0615	unspecified product
ECU02_0630	hypothetical protein
ECU02_0640	TRANSCRIPTIONAL REPRESSOR FOR RNA POLYMERASE II
ECU02_0650	hypothetical protein
ECU02_0660	similarity to HYPOTHETICAL PROTEIN YDOA_SCHPO
ECU02_0670	PUTATIVE ATP-DEPENDENT RNA HELICASE (DEAD box family)
ECU02_0680	DNA REPLICATION FACTOR (ACTIVATOR 1) 36 kDa SUBUNIT
ECU02_0690	HSB-LIKE CHAPERONE
ECU02_0700	hypothetical protein
ECU02_0705	unspecified product
ECU02_0710	HISTONE TRANSCRIPTION REGULATOR
ECU02_0720	HISTONE H2A
ECU02_0730	POLY (A) POLYMERASE TYPE 1
ECU02_0740i	UBIQUITIN
ECU02_0750i	60S RIBOSOMAL PROTEIN L7A /yeast L8
ECU02_0760	SIGNAL PEPTIDASE 18kDa SUBUNIT
ECU02_0770	40S RIBOSOMAL PROTEIN S17
ECU02_0780	TRANSCRIPTION INITIATION FACTOR TFIIF BETA SUBUNIT
ECU02_0785	unspecified product
ECU02_0800	60S RIBOSOMAL PROTEIN L9
ECU02_0810	60S RIBOSOMAL PROTEIN L24
ECU02_0820	hypothetical protein
ECU02_0830	hypothetical protein
ECU02_0840	hypothetical protein
ECU02_0850	PROTEIN DISULFIDE ISOMERASE
ECU02_0860	SERINE PALMITOYLTRANSFERASE SUBUNIT 1
ECU02_0865	unspecified product
ECU02_0870	hypothetical protein
ECU02_0880	unspecified product
ECU02_0890	hypothetical protein
ECU02_0900	60S RIBOSOMAL PROTEIN L35A (L33)
ECU02_0910	hypothetical protein
ECU02_0920	hypothetical protein
ECU02_0930	similarity to SUPPRESSOR OF FORKED PROTEIN(mRNA stability)
ECU02_0940	THIOREDOXIN REDUCTASE
ECU02_0950	hypothetical protein
ECU02_0960	putative membrane integral protein
ECU02_0970	hypothetical protein
ECU02_0980	hypothetical protein
ECU02_0990	hypothetical protein
ECU02_1000	hypothetical protein
ECU02_1010	similarity to HYPOTHETICAL PROTEIN YDED_SCHPO
ECU02_1020	SMALL NUCLEAR RIBONUCLEOPROTEIN E
ECU02_1030	hypothetical protein
ECU02_1040	hypothetical protein
ECU02_1050	similarity to GAL4 DNA-BINDING ENHANCER PROTEIN
ECU02_1060	PROTEIN FARNESYL TRANSFERASE ALPHA SUBUNIT
ECU02_1070	hypothetical protein
ECU02_1080	similarity to monoubiquitin/carboxy-extension protein fusion
ECU02_1090	ATP-DEPENDENT DNA-BINDING HELICASE (RAD3/XPD subfamily)
ECU02_1100	HEAT-SHOCK PROTEIN HSP90 HOMOLOG
ECU02_1110	hypothetical protein
ECU02_1120	hypothetical protein
ECU02_1130	PROTEIN KINASE OF THE PI3/PI4 FAMILY
ECU02_1140	SIGNAL PEPTIDASE 21kDa SUBUNIT
ECU02_1150	DNA REPLICATION LICENSING FACTOR OF THE MCM FAMILY (MCM4)
ECU02_1160	hypothetical protein
ECU02_1170	hypothetical protein
ECU02_1180	hypothetical protein
ECU02_1190	hypothetical protein
ECU02_1200	similarity to homeobox domain-containing protein
ECU02_1210	GLUTAMYL tRNA SYNTHETASE
ECU02_1220	DNA LIGASE
ECU02_1230	similarity to SEC24-related protein (COPII coat)
ECU02_1240	13S CONDENSIN SUBUNIT
ECU02_1250	TRANSCRIPTION INITIATION FACTOR TFIID 28kDa SUBUNIT
ECU02_1260	hypothetical protein
ECU02_1270	D1B1-LIKE PROTEIN REQUIRED FOR MITOSIS ENTRY
ECU02_1280	hypothetical protein
ECU02_1290	hypothetical protein
ECU02_1300	DOLICHOL-PHOSPHATE MANNOSE PROTEIN MANNOSYLTRANSFERASE
ECU02_1310	hypothetical protein
ECU02_1320	similarity to RAD4 protein
ECU02_1330	hypothetical protein
ECU02_1340	similarity to HYPOTHETICAL PROTEIN YA7C_SCHPO
ECU02_1350	TRANSCRIPTION FACTOR OF THE E2F/DP FAMILY
ECU02_1360	PROLYL tRNA SYNTHETASE
ECU02_1370	ALPHA ALPHA TREHALASE PRECURSOR
ECU02_1380	CAAX PRENYL PROTEASE 1
ECU02_1390	hypothetical protein
ECU02_1395	unspecified product
ECU02_1400	similarity to HYPOTHETICAL WD-REPEAT PROTEIN YN57_yeast
ECU02_1410	SECRETORY PATHWAY GDP DISSOCIATION INHIBITOR ALPHA
