
GenomeNet icon	
LinkDB Search


Mode: Single Entry to Database
From: KEGG GENOME T01330
To: KEGG GENES
vcn:VOLCADRAFT_108551 hypothetical protein 
vcn:VOLCADRAFT_108555 hypothetical protein 
vcn:VOLCADRAFT_108556 hypothetical protein 
vcn:VOLCADRAFT_108558 hypothetical protein 
vcn:VOLCADRAFT_108559 hypothetical protein 
vcn:VOLCADRAFT_108563 hypothetical protein 
vcn:VOLCADRAFT_108564 hypothetical protein 
vcn:VOLCADRAFT_108565 hypothetical protein 
vcn:VOLCADRAFT_108566 hypothetical protein 
vcn:VOLCADRAFT_108567 hypothetical protein 
vcn:VOLCADRAFT_108568 pgm2; phosphoglycerate mutase; K15634 probable phosphoglycerate mutase [EC:5.4.2.12] 
vcn:VOLCADRAFT_108569 hypothetical protein 
vcn:VOLCADRAFT_108571 hypothetical protein 
vcn:VOLCADRAFT_108572 hypothetical protein 
vcn:VOLCADRAFT_108573 hypothetical protein 
vcn:VOLCADRAFT_108574 hypothetical protein 
vcn:VOLCADRAFT_108575 hypothetical protein 
vcn:VOLCADRAFT_108578 hypothetical protein 
vcn:VOLCADRAFT_108582 hypothetical protein 
vcn:VOLCADRAFT_108588 hypothetical protein 
vcn:VOLCADRAFT_108589 hypothetical protein 
vcn:VOLCADRAFT_108590 hypothetical protein 
vcn:VOLCADRAFT_108596 hypothetical protein 
vcn:VOLCADRAFT_108600 hypothetical protein 
vcn:VOLCADRAFT_108602 fap118; flagellar associated protein FAP118 
vcn:VOLCADRAFT_108604 hypothetical protein 
vcn:VOLCADRAFT_108607 hypothetical protein 
vcn:VOLCADRAFT_108608 hypothetical protein 
vcn:VOLCADRAFT_108610 hypothetical protein 
vcn:VOLCADRAFT_108613 hypothetical protein 
vcn:VOLCADRAFT_108614 hypothetical protein 
vcn:VOLCADRAFT_108615 hypothetical protein 
vcn:VOLCADRAFT_108619 hypothetical protein 
vcn:VOLCADRAFT_108620 hypothetical protein 
vcn:VOLCADRAFT_108621 hypothetical protein 
vcn:VOLCADRAFT_108622 hypothetical protein 
vcn:VOLCADRAFT_108623 hypothetical protein 
vcn:VOLCADRAFT_108624 hypothetical protein 
vcn:VOLCADRAFT_108625 hypothetical protein 
vcn:VOLCADRAFT_108626 hypothetical protein 
vcn:VOLCADRAFT_108627 hypothetical protein 
vcn:VOLCADRAFT_108630 hypothetical protein 
vcn:VOLCADRAFT_108631 hypothetical protein 
vcn:VOLCADRAFT_108632 hypothetical protein 
vcn:VOLCADRAFT_108633 hypothetical protein 
vcn:VOLCADRAFT_108634 hypothetical protein 
vcn:VOLCADRAFT_108635 hypothetical protein 
vcn:VOLCADRAFT_108636 hypothetical protein 
vcn:VOLCADRAFT_108641 nuo11; NADH:ubiquinone oxidoreductase subunit 4L 
vcn:VOLCADRAFT_108643 hypothetical protein; K03768 peptidyl-prolyl cis-trans isomerase B (cyclophilin B) [EC:5.2.1.8] 
vcn:VOLCADRAFT_108645 hypothetical protein 
vcn:VOLCADRAFT_108646 hypothetical protein 
vcn:VOLCADRAFT_108649 hypothetical protein 
vcn:VOLCADRAFT_108651 hypothetical protein 
vcn:VOLCADRAFT_108653 hypothetical protein 
vcn:VOLCADRAFT_108654 hypothetical protein 
vcn:VOLCADRAFT_108656 hypothetical protein 
vcn:VOLCADRAFT_108657 hypothetical protein 
vcn:VOLCADRAFT_108658 hypothetical protein 
vcn:VOLCADRAFT_108663 hypothetical protein 
vcn:VOLCADRAFT_108664 hypothetical protein 
vcn:VOLCADRAFT_108666 hypothetical protein 
vcn:VOLCADRAFT_108667 jtnpB2; jordan transposition protein 
vcn:VOLCADRAFT_108673 hypothetical protein 
vcn:VOLCADRAFT_108674 hypothetical protein 
vcn:VOLCADRAFT_108675 hypothetical protein 
vcn:VOLCADRAFT_108676 hypothetical protein 
vcn:VOLCADRAFT_108677 hypothetical protein 
vcn:VOLCADRAFT_108679 hypothetical protein 
vcn:VOLCADRAFT_108680 hypothetical protein 
vcn:VOLCADRAFT_108681 hypothetical protein 
vcn:VOLCADRAFT_108682 hypothetical protein 
vcn:VOLCADRAFT_108685 hypothetical protein 
vcn:VOLCADRAFT_108686 hypothetical protein 
vcn:VOLCADRAFT_108688 hypothetical protein 
vcn:VOLCADRAFT_108691 hypothetical protein 
vcn:VOLCADRAFT_108693 hypothetical protein 
vcn:VOLCADRAFT_108695 hypothetical protein 
vcn:VOLCADRAFT_108696 hypothetical protein 
vcn:VOLCADRAFT_108698 hypothetical protein 
vcn:VOLCADRAFT_108699 hypothetical protein; K08912 light-harvesting complex II chlorophyll a/b binding protein 1 
vcn:VOLCADRAFT_108702 hypothetical protein 
vcn:VOLCADRAFT_108705 hypothetical protein 
vcn:VOLCADRAFT_108706 hypothetical protein 
vcn:VOLCADRAFT_108708 hypothetical protein 
vcn:VOLCADRAFT_108709 hypothetical protein 
vcn:VOLCADRAFT_108713 hypothetical protein 
vcn:VOLCADRAFT_108715 hypothetical protein 
vcn:VOLCADRAFT_108716 hypothetical protein 
vcn:VOLCADRAFT_108717 hypothetical protein 
vcn:VOLCADRAFT_108720 hypothetical protein 
vcn:VOLCADRAFT_108722 hypothetical protein 
vcn:VOLCADRAFT_108723 tubA1b; alpha tubulin 
vcn:VOLCADRAFT_108726 hypothetical protein 
vcn:VOLCADRAFT_108727 hypothetical protein 
vcn:VOLCADRAFT_108728 hypothetical protein 
vcn:VOLCADRAFT_108729 hypothetical protein 
vcn:VOLCADRAFT_108731 hypothetical protein 
vcn:VOLCADRAFT_108734 hypothetical protein 
vcn:VOLCADRAFT_108735 hypothetical protein 
vcn:VOLCADRAFT_108738 hypothetical protein 
vcn:VOLCADRAFT_108740 hypothetical protein 
vcn:VOLCADRAFT_108742 hypothetical protein 
vcn:VOLCADRAFT_108744 hypothetical protein 
vcn:VOLCADRAFT_108746 hypothetical protein 
vcn:VOLCADRAFT_108747 hypothetical protein 
vcn:VOLCADRAFT_108749 hypothetical protein 
vcn:VOLCADRAFT_108750 hypothetical protein 
vcn:VOLCADRAFT_108753 hypothetical protein 
vcn:VOLCADRAFT_108754 hypothetical protein 
vcn:VOLCADRAFT_108756 hypothetical protein 
vcn:VOLCADRAFT_108760 hypothetical protein 
vcn:VOLCADRAFT_108764 hypothetical protein 
vcn:VOLCADRAFT_108765 hypothetical protein 
vcn:VOLCADRAFT_108769 hypothetical protein 
vcn:VOLCADRAFT_108772 hypothetical protein 
vcn:VOLCADRAFT_108778 hypothetical protein 
vcn:VOLCADRAFT_108781 hypothetical protein 
vcn:VOLCADRAFT_108782 hypothetical protein 
vcn:VOLCADRAFT_108784 hypothetical protein 
vcn:VOLCADRAFT_108786 hypothetical protein 
vcn:VOLCADRAFT_108787 hypothetical protein; K00939 adenylate kinase [EC:2.7.4.3] 
vcn:VOLCADRAFT_108789 hypothetical protein 
vcn:VOLCADRAFT_108790 hypothetical protein 
vcn:VOLCADRAFT_108791 phV7; extracellular matrix glycoprotein pherophorin-V7 
vcn:VOLCADRAFT_108792 hypothetical protein 
vcn:VOLCADRAFT_108793 hypothetical protein 
vcn:VOLCADRAFT_108794 hypothetical protein 
vcn:VOLCADRAFT_108795 hypothetical protein 
vcn:VOLCADRAFT_108796 hypothetical protein 
vcn:VOLCADRAFT_108797 hypothetical protein 
vcn:VOLCADRAFT_108798 hypothetical protein 
vcn:VOLCADRAFT_108801 hypothetical protein 
vcn:VOLCADRAFT_108805 hypothetical protein 
vcn:VOLCADRAFT_108806 hypothetical protein 
vcn:VOLCADRAFT_108813 hypothetical protein; K02723 photosystem II PsbY protein 
vcn:VOLCADRAFT_108817 hypothetical protein; K00162 pyruvate dehydrogenase E1 component subunit beta [EC:1.2.4.1] 
vcn:VOLCADRAFT_108821 hypothetical protein 
vcn:VOLCADRAFT_108835 hstH3-8; histone H3; K11253 histone H3 
vcn:VOLCADRAFT_108841 hypothetical protein; K12393 AP-1 complex subunit mu 
vcn:VOLCADRAFT_108842 aep1; hypothetical protein; K01785 aldose 1-epimerase [EC:5.1.3.3] 
vcn:VOLCADRAFT_108845 pgm1; phosphoglycerate mutase; K15633 2,3-bisphosphoglycerate-independent phosphoglycerate mutase [E 
vcn:VOLCADRAFT_108852 gon18; light harvesting complex a protein; K08911 light-harvesting complex I chlorophyll a/b binding 
vcn:VOLCADRAFT_108856 hypothetical protein; K08910 light-harvesting complex I chlorophyll a/b binding protein 4 
vcn:VOLCADRAFT_108876 rpl15; component of cytosolic 80S ribosome and 60S large subunit; K02877 large subunit ribosomal pro 
vcn:VOLCADRAFT_108879 hypothetical protein; K00794 6,7-dimethyl-8-ribityllumazine synthase [EC:2.5.1.78] 
vcn:VOLCADRAFT_108884 cct1; chaperonin complex component; K09493 T-complex protein 1 subunit alpha 
vcn:VOLCADRAFT_108889 hypothetical protein; K11600 exosome complex component RRP41 
vcn:VOLCADRAFT_108896 hypothetical protein; K01969 3-methylcrotonyl-CoA carboxylase beta subunit [EC:6.4.1.4] 
vcn:VOLCADRAFT_108909 hypothetical protein; K11108 RNA 3'-terminal phosphate cyclase-like protein 
vcn:VOLCADRAFT_108916 hypothetical protein; K13379 reversibly glycosylated polypeptide / UDP-arabinopyranose mutase [EC:2. 
vcn:VOLCADRAFT_108919 hypothetical protein; K03347 cullin 1 
vcn:VOLCADRAFT_108932 hypothetical protein; K03809 Trp repressor binding protein 
vcn:VOLCADRAFT_108961 rps11; component of cytosolic 80S ribosome and 40S small subunit; K02949 small subunit ribosomal pro 
vcn:VOLCADRAFT_108963 rabF; RabF/Rab5; K07889 Ras-related protein Rab-5C 
vcn:VOLCADRAFT_108984 psaE; photosystem I reaction center subunit IV, chloroplast precursor; K02693 photosystem I subunit  
vcn:VOLCADRAFT_108997 hypothetical protein; K05956 geranylgeranyl transferase type-2 subunit beta [EC:2.5.1.60] 
vcn:VOLCADRAFT_109001 VMUT11; WD40 protein; K14963 COMPASS component SWD3 
vcn:VOLCADRAFT_109017 hypothetical protein; K07442 tRNA (adenine57-N1/adenine58-N1)-methyltransferase [EC:2.1.1.219 2.1.1. 
vcn:VOLCADRAFT_109027 rps16; component of cytosolic 80S ribosome and 40S small subunit; K02960 small subunit ribosomal pro 
vcn:VOLCADRAFT_109032 hypothetical protein; K14566 U3 small nucleolar RNA-associated protein 24 
vcn:VOLCADRAFT_109045 hypothetical protein; K03097 casein kinase II subunit alpha [EC:2.7.11.1] 
vcn:VOLCADRAFT_109049 plastid acyl-ACP desaturase; K03921 acyl-[acyl-carrier-protein] desaturase [EC:1.14.19.2] 
vcn:VOLCADRAFT_109066 hypothetical protein 
vcn:VOLCADRAFT_109070 hypothetical protein; K12624 U6 snRNA-associated Sm-like protein LSm5 
vcn:VOLCADRAFT_109095 hypothetical protein; K12403 AP-4 complex subunit sigma-1 
vcn:VOLCADRAFT_109104 hypothetical protein; K00967 ethanolamine-phosphate cytidylyltransferase [EC:2.7.7.14] 
vcn:VOLCADRAFT_109131 hypothetical protein; K14563 rRNA 2'-O-methyltransferase fibrillarin [EC:2.1.1.-] 
vcn:VOLCADRAFT_109135 hypothetical protein 
vcn:VOLCADRAFT_109137 hypothetical protein; K12626 U6 snRNA-associated Sm-like protein LSm7 
vcn:VOLCADRAFT_109142 hypothetical protein; K01772 ferrochelatase [EC:4.99.1.1] 
vcn:VOLCADRAFT_109146 hypothetical protein; K03687 molecular chaperone GrpE 
vcn:VOLCADRAFT_109150 hypothetical protein; K04487 cysteine desulfurase [EC:2.8.1.7] 
vcn:VOLCADRAFT_109152 hypothetical protein 
vcn:VOLCADRAFT_109155 hypothetical protein; K13111 WD40 repeat-containing protein SMU1 
vcn:VOLCADRAFT_109159 hypothetical protein; K01265 methionyl aminopeptidase [EC:3.4.11.18] 
vcn:VOLCADRAFT_109166 rpn9; 26S proteasome regulatory complex; K03039 26S proteasome regulatory subunit N9 
vcn:VOLCADRAFT_109189 hypothetical protein; K15283 solute carrier family 35, member E1 
vcn:VOLCADRAFT_109194 hypothetical protein; K00586 diphthine synthase [EC:2.1.1.98] 
vcn:VOLCADRAFT_109204 hypothetical protein; K12343 3-oxo-5-alpha-steroid 4-dehydrogenase 1 [EC:1.3.1.22] 
vcn:VOLCADRAFT_109207 hypothetical protein; K00033 6-phosphogluconate dehydrogenase [EC:1.1.1.44] 
vcn:VOLCADRAFT_109211 cax2; Ca2+/H+ antiporter, cation antiporter, membrane protein; K07300 Ca2+:H+ antiporter 
vcn:VOLCADRAFT_109213 rpl36; component of cytosolic 80S ribosome and 60S large subunit; K02920 large subunit ribosomal pro 
vcn:VOLCADRAFT_109214 hypothetical protein; K13789 geranylgeranyl diphosphate synthase, type II [EC:2.5.1.1 2.5.1.10 2.5.1 
vcn:VOLCADRAFT_109223 hypothetical protein; K03768 peptidyl-prolyl cis-trans isomerase B (cyclophilin B) [EC:5.2.1.8] 
vcn:VOLCADRAFT_109228 glsA; asymmetric division protein GlsA; K09522 DnaJ homolog subfamily C member 2 
vcn:VOLCADRAFT_109242 rps2; component of cytosolic 80S ribosome and 40S small subunit; K02981 small subunit ribosomal prot 
vcn:VOLCADRAFT_109265 hypothetical protein; K08246 cycloeucalenol cycloisomerase [EC:5.5.1.9] 
vcn:VOLCADRAFT_109270 hypothetical protein; K17623 pseudouridine-5'-monophosphatase [EC:3.1.3.-] 
vcn:VOLCADRAFT_109314 nuoB14; NADH:ubiquinone oxidoreductase B14 subunit; K03950 NADH dehydrogenase (ubiquinone) 1 alpha s 
vcn:VOLCADRAFT_109319 hypothetical protein; K01783 ribulose-phosphate 3-epimerase [EC:5.1.3.1] 
vcn:VOLCADRAFT_109328 hypothetical protein; K12606 CCR4-NOT transcription complex subunit 9 
vcn:VOLCADRAFT_109338 hypothetical protein 
vcn:VOLCADRAFT_109344 hypothetical protein; K11251 histone H2A 
vcn:VOLCADRAFT_109350 hypothetical protein 
vcn:VOLCADRAFT_109365 hypothetical protein 
vcn:VOLCADRAFT_109379 hypothetical protein; K10410 dynein light intermediate chain, axonemal 
vcn:VOLCADRAFT_109400 hypothetical protein 
vcn:VOLCADRAFT_109434 hypothetical protein; K10579 ubiquitin-conjugating enzyme E2 M [EC:6.3.2.19] 
vcn:VOLCADRAFT_109454 hypothetical protein; K01638 malate synthase [EC:2.3.3.9] 
vcn:VOLCADRAFT_109457 hypothetical protein; K03013 DNA-directed RNA polymerases I, II, and III subunit RPABC1 
vcn:VOLCADRAFT_109463 hypothetical protein 
vcn:VOLCADRAFT_109527 hypothetical protein; K00215 4-hydroxy-tetrahydrodipicolinate reductase [EC:1.17.1.8] 
vcn:VOLCADRAFT_109528 hypothetical protein; K17497 phosphomannomutase [EC:5.4.2.8] 
vcn:VOLCADRAFT_109530 prpL15; plastid/chloroplast ribosomal protein L15; K02876 large subunit ribosomal protein L15 
vcn:VOLCADRAFT_109532 fsd1; superoxide dismutase [Fe] 
vcn:VOLCADRAFT_109535 hypothetical protein; K16780 sjoegren syndrome nuclear autoantigen 1 
vcn:VOLCADRAFT_109536 psaK; photosystem I reaction center subunit psaK, chloroplast precursor; K02698 photosystem I subuni 
vcn:VOLCADRAFT_109539 hypothetical protein; K15397 3-ketoacyl-CoA synthase [EC:2.3.1.199] 
vcn:VOLCADRAFT_109540 hypothetical protein 
vcn:VOLCADRAFT_109542 hypothetical protein 
vcn:VOLCADRAFT_109549 psbr; hypothetical protein; K03541 photosystem II 10kDa protein 
vcn:VOLCADRAFT_109569 engulfment and motility protein 
vcn:VOLCADRAFT_109575 hypothetical protein; K17086 transmembrane 9 superfamily member 2/4 
vcn:VOLCADRAFT_109577 hypothetical protein; K01626 3-deoxy-7-phosphoheptulonate synthase [EC:2.5.1.54] 
vcn:VOLCADRAFT_109582 hypothetical protein 
vcn:VOLCADRAFT_109590 hypothetical protein 
vcn:VOLCADRAFT_109592 hypothetical protein 
vcn:VOLCADRAFT_109605 hypothetical protein 
vcn:VOLCADRAFT_109628 gon9; Rieske iron-sulfur subunit of the cytochrome b6f complex, chloroplast precursor; K02636 cytoch 
vcn:VOLCADRAFT_109629 hypothetical protein 
vcn:VOLCADRAFT_109630 tctex2b; flagellar inner arm dynein light chain 
vcn:VOLCADRAFT_109632 hypothetical protein; K02134 F-type H+-transporting ATPase subunit delta [EC:3.6.3.14] 
vcn:VOLCADRAFT_109637 hypothetical protein 
vcn:VOLCADRAFT_109638 hypothetical protein 
vcn:VOLCADRAFT_109643 chlM; magnesium protoporphyrin IX S-adenosyl methionine O-methyl transferase chloroplast precursor;  
vcn:VOLCADRAFT_109649 efg2; elongation factor 2 (EF-2, EF-TU); K03234 elongation factor 2 
vcn:VOLCADRAFT_109652 nuo8; NADH:ubiquinone oxidoreductase subunit 8; K03941 NADH dehydrogenase (ubiquinone) Fe-S protein  
vcn:VOLCADRAFT_109656 hypothetical protein; K17732 mitochondrial-processing peptidase subunit beta [EC:3.4.24.64] 
vcn:VOLCADRAFT_109657 hypothetical protein 
vcn:VOLCADRAFT_109659 hypothetical protein; K14842 ribosome biogenesis protein NSA2 
vcn:VOLCADRAFT_109678 grx6; CGFS type glutaredoxin 6 
vcn:VOLCADRAFT_109679 hypothetical protein 
vcn:VOLCADRAFT_109683 hypothetical protein; K03265 peptide chain release factor subunit 1 
vcn:VOLCADRAFT_109690 hypothetical protein; K06172 anterior pharynx defective 1 
vcn:VOLCADRAFT_109691 hypothetical protein 
vcn:VOLCADRAFT_109693 hypothetical protein 
vcn:VOLCADRAFT_109707 rps3A; component of cytosolic 80S ribosome and 40S small subunit; K02984 small subunit ribosomal pro 
vcn:VOLCADRAFT_109710 hypothetical protein; K03113 translation initiation factor 1 
vcn:VOLCADRAFT_109718 hypothetical protein; K01792 glucose-6-phosphate 1-epimerase [EC:5.1.3.15] 
vcn:VOLCADRAFT_109721 hypothetical protein; K02137 F-type H+-transporting ATPase oligomycin sensitivity conferral protein  
vcn:VOLCADRAFT_109722 bip1; luminal binding protein Bip1; K09490 heat shock 70kDa protein 5 
vcn:VOLCADRAFT_109734 rpl34; component of cytosolic 80S ribosome and 60S large subunit; K02915 large subunit ribosomal pro 
vcn:VOLCADRAFT_109735 VRMT1; Rubisco large subunit N-methyltransferase; K00592 [ribulose-bisphosphate carboxylase]-lysine  
vcn:VOLCADRAFT_109737 rpl5; component of cytosolic 80S ribosome and 60S large subunit; K02932 large subunit ribosomal prot 
vcn:VOLCADRAFT_109739 hypothetical protein; K02969 small subunit ribosomal protein S20e 
vcn:VOLCADRAFT_109744 hypothetical protein 
vcn:VOLCADRAFT_109749 hypothetical protein; K12584 scavenger mRNA-decapping enzyme DcpS [EC:3.-.-.-] 
vcn:VOLCADRAFT_109754 hypothetical protein 
vcn:VOLCADRAFT_109762 gpx1; glutathione peroxidase; K00432 glutathione peroxidase [EC:1.11.1.9] 
vcn:VOLCADRAFT_109764 hypothetical protein; K15030 translation initiation factor 3 subunit M 
vcn:VOLCADRAFT_109766 hypothetical protein 
vcn:VOLCADRAFT_109769 hypothetical protein; K00025 malate dehydrogenase [EC:1.1.1.37] 
vcn:VOLCADRAFT_109777 rpl10A; component of cytosolic 80S ribosome and 60S large subunit; K02865 large subunit ribosomal pr 
vcn:VOLCADRAFT_109778 hypothetical protein 
vcn:VOLCADRAFT_109782 hypothetical protein; K12620 U6 snRNA-associated Sm-like protein LSm1 
vcn:VOLCADRAFT_109786 tubA2; alpha tubulin; K07374 tubulin alpha 
vcn:VOLCADRAFT_109791 hypothetical protein 
vcn:VOLCADRAFT_109804 hypothetical protein; K15498 serine/threonine-protein phosphatase 6 catalytic subunit [EC:3.1.3.16] 
vcn:VOLCADRAFT_109811 hypothetical protein 
vcn:VOLCADRAFT_109820 hypothetical protein 
vcn:VOLCADRAFT_109826 hypothetical protein; K01830 prostaglandin-H2 D-isomerase [EC:5.3.99.2] 
vcn:VOLCADRAFT_109832 hypothetical protein; K06215 pyridoxal 5'-phosphate synthase pdxS subunit [EC:4.3.3.6] 
vcn:VOLCADRAFT_109843 light-harvesting chlorophyll a/b-binding protein 
vcn:VOLCADRAFT_109845 centrin; K16465 centrin-1 
vcn:VOLCADRAFT_109847 poa7; 20S proteasome alpha subunit G; K02727 20S proteasome subunit alpha 7 [EC:3.4.25.1] 
vcn:VOLCADRAFT_109854 hypothetical protein; K00817 histidinol-phosphate aminotransferase [EC:2.6.1.9] 
vcn:VOLCADRAFT_109863 hypothetical protein; K11098 small nuclear ribonucleoprotein F 
vcn:VOLCADRAFT_109864 nuo17; NADH:ubiquinone oxidoreductase 17 kDa subunit 
vcn:VOLCADRAFT_109867 hypothetical protein; K13412 calcium-dependent protein kinase [EC:2.7.11.1] 
vcn:VOLCADRAFT_109870 hypothetical protein; K03661 V-type H+-transporting ATPase 21kDa proteolipid subunit [EC:3.6.3.14] 
vcn:VOLCADRAFT_109874 hypothetical protein 
vcn:VOLCADRAFT_109881 hypothetical protein; K10686 ubiquitin-activating enzyme E1 C [EC:6.3.2.19] 
vcn:VOLCADRAFT_109884 hypothetical protein; K10808 ribonucleoside-diphosphate reductase subunit M2 [EC:1.17.4.1] 
vcn:VOLCADRAFT_109887 gon46; photosystem I reaction center subunit N, chloroplast precursor; K02701 photosystem I subunit  
vcn:VOLCADRAFT_109891 gspk47; gonidia-specific protein KA_k47 
vcn:VOLCADRAFT_109895 hypothetical protein 
vcn:VOLCADRAFT_109897 hypothetical protein; K01520 dUTP pyrophosphatase [EC:3.6.1.23] 
vcn:VOLCADRAFT_109899 hypothetical protein; K10536 agmatine deiminase [EC:3.5.3.12] 
vcn:VOLCADRAFT_109901 hypothetical protein; K01802 peptidylprolyl isomerase [EC:5.2.1.8] 
vcn:VOLCADRAFT_109906 hypothetical protein 
vcn:VOLCADRAFT_109909 hypothetical protein; K14012 UBX domain-containing protein 1 
vcn:VOLCADRAFT_109910 hypothetical protein 
vcn:VOLCADRAFT_109912 hypothetical protein; K01696 tryptophan synthase beta chain [EC:4.2.1.20] 
vcn:VOLCADRAFT_109913 hypothetical protein; K01881 prolyl-tRNA synthetase [EC:6.1.1.15] 
vcn:VOLCADRAFT_109916 hypothetical protein 
vcn:VOLCADRAFT_109917 hypothetical protein; K01244 5'-methylthioadenosine nucleosidase [EC:3.2.2.16] 
vcn:VOLCADRAFT_109919 hypothetical protein; K02739 20S proteasome subunit beta 2 [EC:3.4.25.1] 
vcn:VOLCADRAFT_109931 hypothetical protein 
vcn:VOLCADRAFT_109932 hypothetical protein; K06118 UDP-sulfoquinovose synthase [EC:3.13.1.1] 
vcn:VOLCADRAFT_109934 hypothetical protein 
vcn:VOLCADRAFT_109938 hypothetical protein 
vcn:VOLCADRAFT_109950 rpl38; component of cytosolic 80S ribosome and 60S large subunit; K02923 large subunit ribosomal pro 
vcn:VOLCADRAFT_109952 hypothetical protein; K02575 MFS transporter, NNP family, nitrate/nitrite transporter 
vcn:VOLCADRAFT_109954 hypothetical protein 
vcn:VOLCADRAFT_109956 hypothetical protein 
vcn:VOLCADRAFT_109964 hypothetical protein; K06695 26S proteasome regulatory subunit, ATPase 3, interacting protein 
vcn:VOLCADRAFT_109965 hypothetical protein 
vcn:VOLCADRAFT_109969 hypothetical protein; K01803 triosephosphate isomerase (TIM) [EC:5.3.1.1] 
vcn:VOLCADRAFT_109972 actA; hypothetical protein; K05692 actin beta/gamma 1 
vcn:VOLCADRAFT_109973 hypothetical protein 
vcn:VOLCADRAFT_109976 rpn8; 26S proteasome regulatory complex; K03038 26S proteasome regulatory subunit N8 
vcn:VOLCADRAFT_109978 hypothetical protein 
vcn:VOLCADRAFT_109986 hypothetical protein 
vcn:VOLCADRAFT_109989 hypothetical protein 
vcn:VOLCADRAFT_109992 hypothetical protein 
vcn:VOLCADRAFT_109993 hypothetical protein; K13249 translocon-associated protein subunit alpha 
vcn:VOLCADRAFT_109995 hypothetical protein 
vcn:VOLCADRAFT_110003 hypothetical protein; K02147 V-type H+-transporting ATPase subunit B [EC:3.6.3.14] 
vcn:VOLCADRAFT_110004 efg1; chloroplast elongation factor G; K02355 elongation factor G 
vcn:VOLCADRAFT_110015 hypothetical protein; K02734 20S proteasome subunit beta 4 [EC:3.4.25.1] 
vcn:VOLCADRAFT_110022 hypothetical protein 
